epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
73,0.001,0.7573870293056691,0.2368617819783038,0.4815141333438495,0.7646074138506495,0.23014129776939835,0.47302804121062336
74,0.001,0.7574531090168553,0.2368658149326165,0.48155662440134245,0.7617643890958844,0.2266090423484029,0.47770072417695264
75,0.001,0.7574478195217123,0.23674947111844824,0.4814500269457568,0.7603554171745224,0.2217624991261501,0.4856226310936693
76,0.001,0.7576127314688899,0.2372067027753816,0.48145240178460375,0.76945082828252,0.23843452955572522,0.4639251532160376
77,0.001,0.7575165185006217,0.2368881107080374,0.4815435598841581,0.7645122204164062,0.23126702532372467,0.47107735652365645
78,0.001,0.7574804546572174,0.23739457328199307,0.48153484880414815,0.7585535290265324,0.21944629594068107,0.48818012518259063
79,0.001,0.757443561505422,0.23686344170479584,0.48154530305850973,0.7701163069166318,0.23857300273939866,0.4637242570376212
80,0.001,0.7575729434726802,0.23726847834039486,0.48151871551819403,0.7590832583832018,0.22557522298049054,0.47585305127552213
81,0.001,0.7574439940561775,0.23684124619295646,0.4814814890107736,0.7646853454185255,0.23104373720269716,0.47047860785314505
82,0.001,0.7575267479013243,0.2369851038297815,0.48137182126448996,0.7599368119480634,0.22440538494490828,0.47966030991635616
83,0.001,0.7574810963550597,0.2369860190647561,0.48155409519531855,0.7799064613351918,0.24679649846356294,0.45655480116643554
84,0.001,0.7574574248178011,0.23713029516656214,0.48152155186132256,0.7620973544891434,0.22765000885995673,0.4749165119251224
85,0.001,0.7574111901166785,0.23688302591170457,0.48150668495187743,0.7574454558016074,0.2229043205448446,0.479252239625492
86,0.001,0.7574139317786724,0.23689152326041565,0.4815584867664447,0.7591985476137412,0.2232228871703546,0.48198799814529064
87,0.001,0.7575131483357068,0.23685321910496332,0.4815009618394485,0.7639970947997738,0.22919197223452462,0.47497110263718023
88,0.001,0.7574626768515007,0.23698739189667722,0.481487675328274,0.7611608258401504,0.22485968637771567,0.4794649435170638
89,0.001,0.7575191451999674,0.23700796419792255,0.4814942209948525,0.7597723338339064,0.22285778626365318,0.4818561576539489
90,0.001,0.7574345135810114,0.23721735204205247,0.48139549829507794,0.7598013143346767,0.22372544939233688,0.4813348149448288
91,0.001,0.7574494987650379,0.23710483473815003,0.4816237216916754,0.7677137923963142,0.23605227335542725,0.4675734817312731
92,0.001,0.7573877600313142,0.23701027982524567,0.48143866746856007,0.7586516695793228,0.2187332008537804,0.48722052888426537
93,0.001,0.7574465549325822,0.23697113836057207,0.48150108093423616,0.7631634660441466,0.23209608352599811,0.47031502311200285
94,0.001,0.7574295733721201,0.23696726859284287,0.48156276196744513,0.7835241646477671,0.25600349288946617,0.44988298771829577
95,0.001,0.7574615561931795,0.23704447508644189,0.4815891414439893,0.761271414130625,0.22875887168482575,0.47207007857811695
96,0.001,0.7573953701642937,0.23673041519953655,0.4815680377171753,0.7629331856062918,0.22538743567076092,0.4788840528098658
97,0.001,0.7575186466746051,0.23678170324556497,0.481581061663391,0.7632441815703807,0.22725270300494932,0.47719734136661535
98,0.001,0.7574093082478939,0.23686567978833586,0.48149998420643986,0.7603535441437153,0.22386760083494295,0.4820009875297993
99,0.001,0.757398429262729,0.23726571660582385,0.48146615262235626,0.7618500909419975,0.2244706737822607,0.4804914826510999
